Tenant,Group,Same,Chosen,Score
Torque Logistics,736.0,0.0,0.0,100.0
"Trace Logistics, SAU",736.0,0.0,0.0,100.0
Traconf Fashion Logistics Group,736.0,0.0,0.0,100.0
UNIQ LOGISTIC,736.0,0.0,0.0,100.0
Urban Logistica,736.0,0.0,0.0,100.0
Valentiner Transport & Logistik Berlin Oliver Schulz E.K,736.0,0.0,0.0,100.0
Vision Logistical Solutions Limited,736.0,0.0,0.0,100.0
Vos Logistics International B.V.,736.0,0.0,0.0,100.0
WLS Weindel Logistik Service Austria GmbH,736.0,0.0,0.0,100.0
Westdeutsche Getränkelogistik GmbH & Co. KG Dortmund,736.0,0.0,0.0,100.0
XPO LOGISTICS,736.0,0.0,0.0,100.0
XPO Logistics,736.0,0.0,0.0,100.0
Yusen Logistics,736.0,0.0,0.0,100.0
Yusen Logistics (UK) Ltd,736.0,0.0,0.0,100.0
Zanardo Servizi Logistici,736.0,0.0,0.0,100.0
Zanardo Servizi Logistici S.p.a.,736.0,0.0,0.0,100.0
kfzteile24 Logistik GmbH,736.0,0.0,0.0,100.0
,,,,
GK TRANSPORT,737.0,1.0,1.0,100.0
Gebr. Vos Wegtransportonderneming,737.0,0.0,0.0,83.33
Goods Transport Scandinavia AB,737.0,0.0,0.0,90.91
Guillaume Naurais Transports,737.0,0.0,0.0,86.96
Gvt Transport & Logistics,737.0,0.0,0.0,90.91
HT Transport & Spedition A/S,737.0,0.0,0.0,90.91
Haardwork Transport AB,737.0,0.0,0.0,95.65
Hakarps Schakt & Transport AB,737.0,0.0,0.0,91.67
ID Transport,737.0,0.0,0.0,90.91
Inter Express Transport,737.0,0.0,0.0,90.91
Koeltransport Aalsmeer,737.0,0.0,0.0,85.71
Lucky trasporti,737.0,0.0,0.0,83.33
MPW TRANSPORTS,737.0,0.0,0.0,86.96
MQ Transport Limited,737.0,0.0,0.0,90.91
Mayer Transport,737.0,0.0,0.0,90.91
Meyer & Meyer Transport Services GmbH,737.0,0.0,0.0,90.91
P.L. Transport Limited.,737.0,0.0,0.0,90.91
Panalpina Welttransport (Deutschl.) GmbH,737.0,0.0,0.0,85.71
Special Transport Holdings,737.0,0.0,0.0,90.91
System Transport sp. z o.o.,737.0,0.0,0.0,83.33
TRANSPORT MALHERBE,737.0,0.0,0.0,90.91
TRANSPORT PORTMANN,737.0,0.0,0.0,90.91
TRANSPORTS ALAINE,737.0,0.0,0.0,86.96
TRANSPORTS BREVET,737.0,0.0,0.0,86.96
TRANSPORTS CBC EXPRESS,737.0,0.0,0.0,86.96
TRANSPORTS CORDIER,737.0,0.0,0.0,86.96
TRANSPORTS GELIN,737.0,0.0,0.0,86.96
TRANSPORTS LAHAYE,737.0,0.0,0.0,86.96
TRANSPORTS PEDRETTI,737.0,0.0,0.0,86.96
TRANSPORTS SF,737.0,0.0,0.0,86.96
TRANSPORTS TDR,737.0,0.0,0.0,86.96
TRANSPORTS TOUSSAINT,737.0,0.0,0.0,86.96
TRANSPORTS VIGNERON,737.0,0.0,0.0,85.71
Transport Bernard,737.0,0.0,0.0,90.91
Transport Charvin,737.0,0.0,0.0,90.91
Transportbedrijf,737.0,0.0,0.0,85.71
"Transportes do Vale, Lda.",737.0,0.0,0.0,83.33
Transports GONDRAND Freres,737.0,0.0,0.0,86.96
Transports Groussard,737.0,0.0,0.0,86.96
Transports Malherbe,737.0,0.0,0.0,86.96
Transports Pages,737.0,0.0,0.0,86.96
Transports Portmann,737.0,0.0,0.0,86.96
Trasporti Romagna,737.0,0.0,0.0,83.33
Valentiner Transport & Logistik Berlin Oliver Schulz E.K,737.0,0.0,0.0,83.33
Vir Transport,737.0,0.0,0.0,85.71
Vir Transports,737.0,0.0,0.0,85.71
Wings Transport Ltd,737.0,0.0,0.0,83.33
Xpo Transport Solutions,737.0,0.0,0.0,83.33
Yamato Transport Europe BV,737.0,0.0,0.0,83.33
,,,,
GLOBAL SERVICES AUTOMOTIVE,738.0,1.0,1.0,100.0
SD SERVICES,738.0,0.0,0.0,90.0
,,,,
GLOBE EXPRESS,739.0,1.0,1.0,100.0
GLOBE EXPRESS 2,739.0,0.0,0.0,100.0
Innight Express Germany GmbH,739.0,0.0,0.0,86.96
One-Express,739.0,0.0,0.0,84.21
TNT Global Express S.p.A.,739.0,0.0,0.0,92.31
TNT Global Express S.p.a.,739.0,0.0,0.0,92.31
Tnt Express,739.0,0.0,0.0,84.21
,,,,
GLOBE EXPRESS 2,740.0,1.0,1.0,100.0
TNT Global Express S.p.A.,740.0,0.0,0.0,89.66
TNT Global Express S.p.a.,740.0,0.0,0.0,89.66
,,,,
GLS,741.0,1.0,1.0,100.0
GLS Italy,741.0,0.0,0.0,100.0
,,,,
GRAND FRAIS DEVELOPPEMENT,742.0,1.0,1.0,100.0
Land,742.0,0.0,0.0,85.71
,,,,
GROUPE A.I.E.,743.0,1.0,1.0,100.0
GROUPE L.S.E.,743.0,0.0,0.0,85.71
,,,,
GROUPE L.S.E.,744.0,1.0,1.0,100.0
GROUPE PIERRE LE GOFF GRAND NORD,744.0,0.0,0.0,83.33
Groupe LCM La Compagnie Médicale,744.0,0.0,0.0,91.67
Groupe Pierre Le Goff,744.0,0.0,0.0,83.33
Uvesco Group / UNIALCO S.L.,744.0,0.0,0.0,85.71
,,,,
GROUPE SMCP,745.0,1.0,1.0,100.0
NS GROUP,745.0,0.0,0.0,87.5
,,,,
GS,746.0,1.0,1.0,100.0
GS S.p.a.,746.0,0.0,0.0,100.0
GSA,746.0,0.0,0.0,100.0
GSE,746.0,0.0,0.0,100.0
GSF Car Parts,746.0,0.0,0.0,100.0
Greggs Plc,746.0,0.0,0.0,100.0
Helsingborgs Vs Teknik AB,746.0,0.0,0.0,100.0
Holmbergs Högtryckstvätt e.f.,746.0,0.0,0.0,100.0
Joakim & Andreas Byggservice AB,746.0,0.0,0.0,100.0
Jönköpings Kommun,746.0,0.0,0.0,100.0
Kelloggs,746.0,0.0,0.0,100.0
LOGS GRIMONPREZ,746.0,0.0,0.0,100.0
Megaforce Bühnen und Veranstaltungstechnik GmbH,746.0,0.0,0.0,100.0
North Cheshire Holdings Limited.,746.0,0.0,0.0,100.0
Northern Flags Limited,746.0,0.0,0.0,100.0
P. Jensens Begravningsbyrå AB,746.0,0.0,0.0,100.0
POCO Einrichtungsmarkte GmbH,746.0,0.0,0.0,100.0
PPG Architectural Coatings UK Limited,746.0,0.0,0.0,100.0
Peregrine Holdings International GmbH,746.0,0.0,0.0,100.0
Pgs Signalvakter Norden AB,746.0,0.0,0.0,100.0
Ringströms Skär- och  Falsservice AB,746.0,0.0,0.0,100.0
Räddningstjänstförbundet Storgöteborg,746.0,0.0,0.0,100.0
SAS Autosystemtechnik Verwaltungs GmbH,746.0,0.0,0.0,100.0
Special Transport Holdings,746.0,0.0,0.0,100.0
Travis Perkings Trading Company,746.0,0.0,0.0,100.0
Vättervy Träningscenter AB,746.0,0.0,0.0,100.0
Växjö Träningsfab AB,746.0,0.0,0.0,100.0
Wincanton Holdings Limited,746.0,0.0,0.0,100.0
Wings Transport Ltd,746.0,0.0,0.0,100.0
,,,,
GSE,747.0,1.0,1.0,100.0
Joakim & Andreas Byggservice AB,747.0,0.0,0.0,100.0
,,,,
GT LOCATION,748.0,1.0,1.0,100.0
Gt Location,748.0,0.0,0.0,100.0
VIA LOCATION,748.0,0.0,0.0,84.21
,,,,
GXO,749.0,1.0,1.0,100.0
GXO LOGISTICS France,749.0,0.0,0.0,100.0
GXO Logistics Drinks Ltd,749.0,0.0,0.0,100.0
GXO Logistics UK Limited,749.0,0.0,0.0,100.0
,,,,
GXO LOGISTICS France,750.0,1.0,1.0,100.0
Geologistics,750.0,0.0,0.0,86.96
Gist,750.0,0.0,0.0,100.0
ID LOGISTICS,750.0,0.0,0.0,90.91
ID Logistics,750.0,0.0,0.0,90.91
ITC Logistics,750.0,0.0,0.0,86.96
Id Logistics,750.0,0.0,0.0,90.91
JS LOGISTICS,750.0,0.0,0.0,90.91
L4 Logistics,750.0,0.0,0.0,90.91
LOGISTA,750.0,0.0,0.0,85.71
LOGISTICA,750.0,0.0,0.0,88.89
Logista,750.0,0.0,0.0,85.71
MH FRANCE,750.0,0.0,0.0,87.5
MOVUS LOGISTICS France,750.0,0.0,0.0,88.89
Mas Logistic,750.0,0.0,0.0,85.71
NC,750.0,0.0,0.0,100.0
PR Logistics,750.0,0.0,0.0,85.71
RS Logistica,750.0,0.0,0.0,85.71
Reslogistics,750.0,0.0,0.0,85.71
SPI LOGISTIC,750.0,0.0,0.0,85.71
STI,750.0,0.0,0.0,100.0
Viga France,750.0,0.0,0.0,84.21
,,,,
GXO Logistics Drinks Ltd,751.0,1.0,1.0,100.0
Geologistics,751.0,0.0,0.0,83.33
Gist,751.0,0.0,0.0,100.0
Hutch Logistics Ltd,751.0,0.0,0.0,84.85
ID LOGISTICS,751.0,0.0,0.0,83.33
ID Logistics,751.0,0.0,0.0,83.33
Id Logistics,751.0,0.0,0.0,83.33
JS LOGISTICS,751.0,0.0,0.0,83.33
L4 Logistics,751.0,0.0,0.0,83.33
LOGISTA,751.0,0.0,0.0,85.71
LOGISTICA,751.0,0.0,0.0,88.89
Logista,751.0,0.0,0.0,85.71
MTS Logistics,751.0,0.0,0.0,84.62
OBS Logistics Ltd.,751.0,0.0,0.0,86.67
POD Logistics,751.0,0.0,0.0,84.62
PR Logistics,751.0,0.0,0.0,83.33
SDA Logistics,751.0,0.0,0.0,84.62
STI,751.0,0.0,0.0,100.0
STI Logistics,751.0,0.0,0.0,84.62
,,,,
GXO Logistics UK Limited,752.0,1.0,1.0,100.0
Geologistics,752.0,0.0,0.0,83.33
Gist,752.0,0.0,0.0,100.0
ID LOGISTICS,752.0,0.0,0.0,91.67
ID Logistics,752.0,0.0,0.0,91.67
ITC Logistics,752.0,0.0,0.0,84.62
Id Logistics,752.0,0.0,0.0,91.67
JS LOGISTICS,752.0,0.0,0.0,83.33
L @ D,752.0,0.0,0.0,100.0
L4 Logistics,752.0,0.0,0.0,83.33
LOGISTA,752.0,0.0,0.0,85.71
LOGISTICA,752.0,0.0,0.0,88.89
Logista,752.0,0.0,0.0,85.71
MTO Logistics Limited,752.0,0.0,0.0,87.8
McGregor Logistics Limited,752.0,0.0,0.0,85.71
PR Logistics,752.0,0.0,0.0,83.33
Reslogistics,752.0,0.0,0.0,83.33
SEKO Logistics,752.0,0.0,0.0,84.62
STI,752.0,0.0,0.0,100.0
Streamline Logistics Limited,752.0,0.0,0.0,85.71
,,,,
Games Workshop,753.0,1.0,1.0,100.0
Hopi,753.0,0.0,0.0,85.71
,,,,
Garbe Industrial Real Estate GmbH,754.0,1.0,1.0,100.0
L'OREAL,754.0,0.0,0.0,92.31
L'Oreal,754.0,0.0,0.0,92.31
,,,,
Gardiner Bros. and Company (Leathers) Limited,755.0,1.0,1.0,100.0
HPAS Limited.,755.0,0.0,0.0,85.71
Jardin,755.0,0.0,0.0,83.33
Land,755.0,0.0,0.0,85.71
TEDI,755.0,0.0,0.0,85.71
,,,,
Gary Austin t/a Gary's Coaches,756.0,1.0,1.0,100.0
STI,756.0,0.0,0.0,100.0
,,,,
Gary Hughes T/A Process Gas Services,757.0,1.0,1.0,100.0
SD SERVICES,757.0,0.0,0.0,90.91
,,,,
Gatwick Airport Limited,758.0,1.0,1.0,100.0
KPNI Limited,758.0,0.0,0.0,85.71
TEDI,758.0,0.0,0.0,85.71
,,,,
Gealan,759.0,1.0,1.0,100.0
Land,759.0,0.0,0.0,85.71
,,,,
Gebr. Vos Wegtransportonderneming,760.0,1.0,1.0,100.0
WEG,760.0,0.0,0.0,100.0
,,,,
Gemeinde Hoppegarten Warehouse,761.0,1.0,1.0,100.0
Incom - warehouse,761.0,0.0,0.0,84.62
,,,,
General Trade,762.0,1.0,1.0,100.0
RM Trade,762.0,0.0,0.0,85.71
,,,,
Genpower Limited,763.0,1.0,1.0,100.0
TEDI,763.0,0.0,0.0,85.71
,,,,
Gents AB,764.0,1.0,1.0,100.0
Veidekke Entreprenad AB,764.0,0.0,0.0,85.71
,,,,
Geodis,765.0,1.0,1.0,100.0
Geodis Contract Logistics United Kingdom,765.0,0.0,0.0,100.0
Geodis D&E Mediterranee,765.0,0.0,0.0,100.0
Geodis Logistics S.p.a.,765.0,0.0,0.0,100.0
Geodis and UPS,765.0,0.0,0.0,100.0
Geodis ft. Amazon XL,765.0,0.0,0.0,100.0
Geodis ft. Conad,765.0,0.0,0.0,100.0
Girard Agediss,765.0,0.0,0.0,83.33
Géodis,765.0,0.0,0.0,83.33
Prelodis (Grand frais),765.0,0.0,0.0,83.33
,,,,
Geodis Contract Logistics United Kingdom,766.0,1.0,1.0,100.0
Geologistics,766.0,0.0,0.0,83.33
Gist,766.0,0.0,0.0,100.0
Géodis,766.0,0.0,0.0,83.33
ID LOGISTICS,766.0,0.0,0.0,83.33
ID Logistics,766.0,0.0,0.0,83.33
Id Logistics,766.0,0.0,0.0,83.33
JS LOGISTICS,766.0,0.0,0.0,83.33
L4 Logistics,766.0,0.0,0.0,83.33
LOGISTA,766.0,0.0,0.0,85.71
LOGISTICA,766.0,0.0,0.0,88.89
Logista,766.0,0.0,0.0,85.71
Logistica Uno,766.0,0.0,0.0,84.62
PR Logistics,766.0,0.0,0.0,83.33
STI,766.0,0.0,0.0,100.0
STI Logistics,766.0,0.0,0.0,84.62
TEDI,766.0,0.0,0.0,85.71
UNIQ LOGISTIC,766.0,0.0,0.0,92.31
,,,,
Geodis D&E Mediterranee,767.0,1.0,1.0,100.0
Géodis,767.0,0.0,0.0,83.33
,,,,
Geodis Logistics S.p.a.,768.0,1.0,1.0,100.0
Gist,768.0,0.0,0.0,100.0
Géodis,768.0,0.0,0.0,83.33
ID LOGISTICS,768.0,0.0,0.0,91.67
ID Logistics,768.0,0.0,0.0,91.67
ITC Logistics,768.0,0.0,0.0,84.62
Id Logistics,768.0,0.0,0.0,91.67
JS LOGISTICS,768.0,0.0,0.0,91.67
L4 Logistics,768.0,0.0,0.0,83.33
LOGISTA,768.0,0.0,0.0,85.71
LOGISTICA,768.0,0.0,0.0,88.89
Logista,768.0,0.0,0.0,85.71
MAS Logistics,768.0,0.0,0.0,84.62
MTS Logistics,768.0,0.0,0.0,84.62
POD Logistics,768.0,0.0,0.0,84.62
PR Logistics,768.0,0.0,0.0,91.67
Reslogistics,768.0,0.0,0.0,83.33
SDA Logistics,768.0,0.0,0.0,84.62
SPI LOGISTIC,768.0,0.0,0.0,83.33
STI,768.0,0.0,0.0,100.0
STI Logistics,768.0,0.0,0.0,84.62
XPO LOGISTICS,768.0,0.0,0.0,84.62
XPO Logistics,768.0,0.0,0.0,84.62
,,,,
Geodis and UPS,769.0,1.0,1.0,100.0
Géodis,769.0,0.0,0.0,83.33
Land,769.0,0.0,0.0,85.71
UPS,769.0,0.0,0.0,100.0
Ups,769.0,0.0,0.0,100.0
,,,,
Geodis ft. Amazon XL,770.0,1.0,1.0,100.0
Géodis,770.0,0.0,0.0,83.33
,,,,
Geodis ft. Conad,771.0,1.0,1.0,100.0
Géodis,771.0,0.0,0.0,83.33
,,,,
Geologistics,772.0,1.0,1.0,100.0
Gist,772.0,0.0,0.0,100.0
Gruber Logistics,772.0,0.0,0.0,85.71
Hellmann Worldwide Logistics Limited,772.0,0.0,0.0,83.33
ID LOGISTICS,772.0,0.0,0.0,85.71
ID LOGISTICS (Castorama),772.0,0.0,0.0,85.71
ID LOGISTICS / COURIR,772.0,0.0,0.0,85.71
ID Logistics,772.0,0.0,0.0,85.71
ITC Logistics,772.0,0.0,0.0,85.71
Id Logistics,772.0,0.0,0.0,85.71
JS LOGISTICS,772.0,0.0,0.0,85.71
K&M Euro Logistics GmbH & Co. KG,772.0,0.0,0.0,83.33
L4 Logistics,772.0,0.0,0.0,85.71
LOGISTA,772.0,0.0,0.0,85.71
LOGISTICA,772.0,0.0,0.0,88.89
LOGISTICS OPERATIONS,772.0,0.0,0.0,85.71
Logista,772.0,0.0,0.0,85.71
Logistics Services Europe Lyon,772.0,0.0,0.0,83.33
MARS LOGISTICS,772.0,0.0,0.0,85.71
MAS Logistics,772.0,0.0,0.0,85.71
MOVUS LOGISTICS France,772.0,0.0,0.0,83.33
MTO Logistics Limited,772.0,0.0,0.0,83.33
MTS Logistics,772.0,0.0,0.0,85.71
MUTUAL LOGISTICS TRS,772.0,0.0,0.0,85.71
Mas Logistic,772.0,0.0,0.0,85.71
McGregor Logistics Limited,772.0,0.0,0.0,83.33
"Mercedes-Benz
Parts Logistics Uk
Limited",772.0,0.0,0.0,83.33
Multilogistics,772.0,0.0,0.0,85.71
Naeko Logistics,772.0,0.0,0.0,85.71
OBS Logistics Ltd.,772.0,0.0,0.0,85.71
Otif Logistics,772.0,0.0,0.0,85.71
POD Logistics,772.0,0.0,0.0,85.71
PR Logistics,772.0,0.0,0.0,85.71
Quick Service Logistics,772.0,0.0,0.0,85.71
Quickly Logistics House,772.0,0.0,0.0,83.33
RHENUS LOGISTICS,772.0,0.0,0.0,85.71
RICO Logistics LTD sp. z o.o.,772.0,0.0,0.0,85.71
RS Logistica,772.0,0.0,0.0,85.71
Reslogistics,772.0,0.0,0.0,86.96
Rhenus Logistics,772.0,0.0,0.0,85.71
SDA Logistics,772.0,0.0,0.0,85.71
SEKO Logistics,772.0,0.0,0.0,85.71
SEKO Logistics (London) Ltd,772.0,0.0,0.0,85.71
SESE Logistics,772.0,0.0,0.0,85.71
SNEL Shared Logistics,772.0,0.0,0.0,85.71
SOMAUDEX Logistics SAS,772.0,0.0,0.0,85.71
SPI LOGISTIC,772.0,0.0,0.0,85.71
STI,772.0,0.0,0.0,100.0
STI Logistics,772.0,0.0,0.0,85.71
Salvensen Logistics (Danone),772.0,0.0,0.0,83.33
Scerni Logistics,772.0,0.0,0.0,85.71
"Seko Logistics
(London) Ltd",772.0,0.0,0.0,85.71
Skill logistics,772.0,0.0,0.0,85.71
Streamline Logistics Limited,772.0,0.0,0.0,83.33
TAYLORMADE LOGISTICS,772.0,0.0,0.0,85.71
Tailormade Logistics,772.0,0.0,0.0,85.71
TechnoCargo Logistics,772.0,0.0,0.0,85.71
Torque Logistics,772.0,0.0,0.0,85.71
"Trace Logistics, SAU",772.0,0.0,0.0,85.71
VEOLOG,772.0,0.0,0.0,83.33
XPO LOGISTICS,772.0,0.0,0.0,85.71
XPO Logistics,772.0,0.0,0.0,85.71
Yusen Logistics,772.0,0.0,0.0,85.71
Yusen Logistics (UK) Ltd,772.0,0.0,0.0,85.71
,,,,
George H Kime & Co Limited.,773.0,1.0,1.0,100.0
KPNI Limited,773.0,0.0,0.0,83.33
TEDI,773.0,0.0,0.0,85.71
,,,,
Geos Trasporti,774.0,1.0,1.0,100.0
Lucky trasporti,774.0,0.0,0.0,83.33
Matra Trasporti,774.0,0.0,0.0,83.33
Meyer & Meyer Transport Services GmbH,774.0,0.0,0.0,84.62
Susa Trasporti,774.0,0.0,0.0,88.0
TRANSPORTS SF,774.0,0.0,0.0,83.33
Torello Trasporti,774.0,0.0,0.0,88.0
Transports Pages,774.0,0.0,0.0,85.71
Trasgo,774.0,0.0,0.0,83.33
Trasporti Romagna,774.0,0.0,0.0,83.33
,,,,
Getex,775.0,1.0,1.0,100.0
LOGTEX,775.0,0.0,0.0,88.89
,,,,
Gfresh Italian Food,776.0,1.0,1.0,100.0
Mi Food,776.0,0.0,0.0,83.33
,,,,
Giantex,777.0,1.0,1.0,100.0
Handtex,777.0,0.0,0.0,83.33
,,,,
"Gilder Group Limited /
Decidebloom",778.0,1.0,1.0,100.0
HPAS Limited.,778.0,0.0,0.0,85.71
KPNI Limited,778.0,0.0,0.0,85.71
TEDI,778.0,0.0,0.0,85.71
,,,,
Giorgio Gori (DHL),779.0,1.0,1.0,100.0
Giorgio Gori S.r.l.,779.0,0.0,0.0,85.71
,,,,
Gist,780.0,1.0,1.0,100.0
Gruber Logistics,780.0,0.0,0.0,100.0
Grupo Antolin Logistik Deutschland GmbH,780.0,0.0,0.0,100.0
Gvt Transport & Logistics,780.0,0.0,0.0,100.0
H.Essers Logistics Company N.V. Unit 1,780.0,0.0,0.0,100.0
H.Essers Logistics Company N.V. Unit 2,780.0,0.0,0.0,100.0
H.Essers Logistics Company N.V. Unit 3,780.0,0.0,0.0,100.0
Haase Hausgerätelogistik GmbH,780.0,0.0,0.0,100.0
Havi Logistics S.r.l.,780.0,0.0,0.0,100.0
Hawkins Logistics Ltd,780.0,0.0,0.0,100.0
Hellmann Worldwide Logistics Limited,780.0,0.0,0.0,100.0
Hutch Logistics Ltd,780.0,0.0,0.0,100.0
ICP LOGISTIQUE,780.0,0.0,0.0,100.0
ID LOGISTICS,780.0,0.0,0.0,100.0
ID LOGISTICS (Castorama),780.0,0.0,0.0,100.0
ID LOGISTICS / COURIR,780.0,0.0,0.0,100.0
ID Logistics,780.0,0.0,0.0,100.0
ID Logistics (Makro) / Mercadona frio,780.0,0.0,0.0,100.0
ID Logistics Selective 8,780.0,0.0,0.0,100.0
ITC Logistics,780.0,0.0,0.0,100.0
Id Logistics,780.0,0.0,0.0,100.0
Improving Logistica,780.0,0.0,0.0,100.0
Inter Logistic Europe SAS,780.0,0.0,0.0,100.0
"Internationale Lagerlogistik Systeme, SL",780.0,0.0,0.0,100.0
JS LOGISTICS,780.0,0.0,0.0,100.0
K&M Euro Logistics GmbH & Co. KG,780.0,0.0,0.0,100.0
L4 Logistics,780.0,0.0,0.0,100.0
LE ROY LOGISTIQUE,780.0,0.0,0.0,100.0
LOG'S - GOAL LOGISTIQUE,780.0,0.0,0.0,100.0
LOGISTA,780.0,0.0,0.0,100.0
LOGISTICA,780.0,0.0,0.0,100.0
LOGISTICS OPERATIONS,780.0,0.0,0.0,100.0
LOGISTIQUE ALAINE,780.0,0.0,0.0,100.0
Le Roy Logistique,780.0,0.0,0.0,100.0
Le Roy Logistique SAS,780.0,0.0,0.0,100.0
Logista,780.0,0.0,0.0,100.0
Logista Italia,780.0,0.0,0.0,100.0
Logistica 93,780.0,0.0,0.0,100.0
Logistica 93 - L'Oréal,780.0,0.0,0.0,100.0
Logistica Uno,780.0,0.0,0.0,100.0
Logistics Services Europe Lyon,780.0,0.0,0.0,100.0
Logistika,780.0,0.0,0.0,100.0
Logistique Alaine SAS,780.0,0.0,0.0,100.0
Logistique Alainé,780.0,0.0,0.0,100.0
Logiters Logistica,780.0,0.0,0.0,100.0
MARS LOGISTICS,780.0,0.0,0.0,100.0
MAS Logistics,780.0,0.0,0.0,100.0
MICHEL LOGISTIQUE - TRANSALLIANCE,780.0,0.0,0.0,100.0
MONTANE LOGISTIQUE,780.0,0.0,0.0,100.0
MOVUS LOGISTICS France,780.0,0.0,0.0,100.0
MTO Logistics Limited,780.0,0.0,0.0,100.0
MTS Logistics,780.0,0.0,0.0,100.0
MUTUAL LOGISTICS TRS,780.0,0.0,0.0,100.0
Mas Logistic,780.0,0.0,0.0,100.0
Mazet Logistique,780.0,0.0,0.0,100.0
McGregor Logistics Limited,780.0,0.0,0.0,100.0
"Mercedes-Benz
Parts Logistics Uk
Limited",780.0,0.0,0.0,100.0
Metro Logistics Germany GmbH,780.0,0.0,0.0,100.0
Mirka Belgium Logistics N.V. - Unit 6+7,780.0,0.0,0.0,100.0
Modus Logistica,780.0,0.0,0.0,100.0
Multilogistic,780.0,0.0,0.0,100.0
Multilogistics,780.0,0.0,0.0,100.0
Müller - Lila Logistik AG,780.0,0.0,0.0,100.0
"Nacex, ID Logistics,
FedEx, DB Schenker,
Eroski",780.0,0.0,0.0,100.0
Naeko Logistics,780.0,0.0,0.0,100.0
Nightline Logistics Group,780.0,0.0,0.0,100.0
Nordfleet Logistik und Service GmbH,780.0,0.0,0.0,100.0
Normandie Logistique,780.0,0.0,0.0,100.0
Nunner Logistics Venlo B.V.,780.0,0.0,0.0,100.0
OBS Logistics Ltd.,780.0,0.0,0.0,100.0
Odin Warehousing & Logistics B.V.,780.0,0.0,0.0,100.0
Ohlsson & Wahlkvist Service AB,780.0,0.0,0.0,85.71
Ontime LOGISTICA INTEGRAL,780.0,0.0,0.0,100.0
Otif Logistics,780.0,0.0,0.0,100.0
POD Logistics,780.0,0.0,0.0,100.0
PR Logistics,780.0,0.0,0.0,100.0
PRINTEMPS LOGISTIQUE,780.0,0.0,0.0,100.0
Pall Å Logistik Ltd UK Filial,780.0,0.0,0.0,100.0
Quick Service Logistics,780.0,0.0,0.0,100.0
Quickly Logistics House,780.0,0.0,0.0,100.0
RHENUS LOGISTICS,780.0,0.0,0.0,100.0
RICO Logistics LTD sp. z o.o.,780.0,0.0,0.0,100.0
RS Logistica,780.0,0.0,0.0,100.0
RT LOGISTIQUE,780.0,0.0,0.0,100.0
Realogistic,780.0,0.0,0.0,100.0
Reichhart Logistik GmbH,780.0,0.0,0.0,100.0
Reslogistics,780.0,0.0,0.0,100.0
Rhenus Freight Logistics,780.0,0.0,0.0,100.0
Rhenus Logistics,780.0,0.0,0.0,100.0
Rohlig SUUS Logistics S.A.,780.0,0.0,0.0,100.0
Rudolph Logistik GmbH,780.0,0.0,0.0,100.0
SCIACQUA LOGISTIQUE,780.0,0.0,0.0,100.0
SDA Logistics,780.0,0.0,0.0,100.0
SED LOGISTIQUE,780.0,0.0,0.0,100.0
SEKO Logistics,780.0,0.0,0.0,100.0
SEKO Logistics (London) Ltd,780.0,0.0,0.0,100.0
SESE Logistics,780.0,0.0,0.0,100.0
SMCP Logistique,780.0,0.0,0.0,100.0
SNEL Shared Logistics,780.0,0.0,0.0,100.0
SOMAUDEX Logistics SAS,780.0,0.0,0.0,100.0
SOTRADEL LOGISTIQUE,780.0,0.0,0.0,100.0
SPI LOGISTIC,780.0,0.0,0.0,100.0
SPI LOGISTICS (l'Oreal),780.0,0.0,0.0,100.0
STI Logistics,780.0,0.0,0.0,100.0
Salvensen Logistics (Danone),780.0,0.0,0.0,100.0
Salvesen Logistica,780.0,0.0,0.0,100.0
Scerni Logistics,780.0,0.0,0.0,100.0
"Seko Logistics
(London) Ltd",780.0,0.0,0.0,100.0
Servizi Logistici / Plurima,780.0,0.0,0.0,100.0
Skill logistics,780.0,0.0,0.0,100.0
Skipper Logistique,780.0,0.0,0.0,100.0
Stock House Logistica Italia,780.0,0.0,0.0,100.0
Streamline Logistics Limited,780.0,0.0,0.0,100.0
TAYLORMADE LOGISTICS,780.0,0.0,0.0,100.0
TOP Logistics BV,780.0,0.0,0.0,100.0
Tailormade Logistics,780.0,0.0,0.0,100.0
TechnoCargo Logistics,780.0,0.0,0.0,100.0
Tiemex Logistic Services,780.0,0.0,0.0,100.0
Torque Logistics,780.0,0.0,0.0,100.0
"Trace Logistics, SAU",780.0,0.0,0.0,100.0
Traconf Fashion Logistics Group,780.0,0.0,0.0,100.0
UNIQ LOGISTIC,780.0,0.0,0.0,100.0
Urban Logistica,780.0,0.0,0.0,100.0
Valentiner Transport & Logistik Berlin Oliver Schulz E.K,780.0,0.0,0.0,100.0
Vision Logistical Solutions Limited,780.0,0.0,0.0,100.0
Vos Logistics International B.V.,780.0,0.0,0.0,100.0
WLS Weindel Logistik Service Austria GmbH,780.0,0.0,0.0,100.0
Westdeutsche Getränkelogistik GmbH & Co. KG Dortmund,780.0,0.0,0.0,100.0
XPO LOGISTICS,780.0,0.0,0.0,100.0
XPO Logistics,780.0,0.0,0.0,100.0
Yusen Logistics,780.0,0.0,0.0,100.0
Yusen Logistics (UK) Ltd,780.0,0.0,0.0,100.0
Zanardo Servizi Logistici,780.0,0.0,0.0,100.0
Zanardo Servizi Logistici S.p.a.,780.0,0.0,0.0,100.0
kfzteile24 Logistik GmbH,780.0,0.0,0.0,100.0
,,,,
Global Cheese Limited,781.0,1.0,1.0,100.0
HHGL Limited,781.0,0.0,0.0,85.71
